step	agent_id	name	layer	base_age	current_age	evaluation	emotion	pathway	support	intensity	action	action_category	action_detail	thought	private_talk	social_post	perceived_situation	reasoning_basis	memory_update	carryover_concern	side_effect	adjustment_request	fairness_perception	policy_fatigue
47	W22	野口彩乃	家族形成	35	38	注意	不安	42.0	55.0	68.0	重要連絡の整理	生活防衛	自治体通知を重要だけ残し、介護と保育の連絡先を家族で共有した。	また急変したら仕事も家も全部崩れる。逃げ道は欲しいけど、追う気力がない。	ごめん、通知多すぎて頭が止まる。重要なのだけ来る形にできないかな。	制度、増やすより「重要だけ確実に」先にしてほしい。現場が回らない。	介護需要が増え、職場も再編不安で欠勤が怖い。通知改善の話は見えた。	重度ケアと保育で余力が少なく、前回の手続き疲れ記憶が強い。	重要連絡だけに絞る仕組みがあると、少し息ができると感じた。	欠勤が続いた時の収入と評価低下、介護の急変は残る。	手続き疲れ	手続き簡素化	48.0	64.0
47	YG_CH07	今の12-13歳世代が若者になった姿	若者	15	16	注意	怒り	46.0	50.0	72.0	通知停止設定と一本表確認	情報収集	通知を絞りつつ、対象条件一本表と異議申立の手順だけ確認した	また不安煽りばっか。将来の道が急に消える感じ、嫌だ。	通知多すぎ。結局どれが大事？条件だけ先に見せてって感じ。	重要連絡だけ届く仕組みは助かる。条件一本表も早めに欲しい。	ロボ普及でバイトや仕事が変わりそうで、SNSが不安を増幅している	前回SNSで不安が上書きされた記憶があり、通知絞りを優先した	重要連絡だけ受ける設定で、頭の負荷は少し下がると感じた	地域の仕事やバイトが急に変わる不安はまだ残る	政策疲労	対象条件の説明	52.0	64.0
47	YG_CH08	今の14歳世代が若者になった姿	若者	15	17	注意	不安	49.0	61.0	62.0	一本表で条件を再確認して進路を絞る	情報収集	学校の一本表で給付条件と異議申立を見て、先生に提出物を聞いた	条件は見えたけど、景気と採用が揺れてて自分の番で変わりそう。	一本表は助かる。けどさ、バイト先も再編とか怖いんだけど。	対象条件の一本表は良い。異議申立の動線ももっと周知してほしい。	SNSは不安多め。学校で対象条件一本表と異議申立の案内を見た	進路期で不確実性に敏感。一本表で支援は掴めるが雇用不安が残る	不安な時は一本表と相談先、異議申立を先に押さえる	財政圧で制度が縮むと、進学と地元就職の前提が崩れる	財政不安	財源説明	55.0	51.0
48	A01	佐藤陽菜	若者	15	19	注意	不安	52.0	60.0	61.0	要点だけ確認して締切を先に押さえる	情報収集	進路室の1枚説明と異議申立導線だけ確認し、締切をカレンダーに入れた	不安を見続けると持ってかれる。使える道だけ先に確保したい。	ニュース多すぎ。とりあえず締切だけ押さえた。後で一緒に確認する？	制度の要点が1枚で分かると助かる。締切と相談先の固定が大事。	SNSの不安が続き、就職や家計の先行きが読みにくい空気。支援は遅れがち。	進学志向で動けるが、財政制約とSNS不安で先読みが難しく、要点だけ拾う癖が強化。	1枚説明と異議申立の導線があると、怖さが少し下がる。	入学後に家計が揺れた時、締切や必要書類で詰まる不安が残る。	政策疲労	手続き簡素化	58.0	68.0
48	A02	鈴木大翔	若者	16	20	中立	平静	55.0	56.0	44.0	一本表だけ更新確認	情報収集	学校経由の要点1枚と締切だけ確認し、進路面談用にメモを残した。	SNSは荒れてるけど、今は目の前の進路優先。詰む前に選択肢は残したい。	最近ニュース重いよな。とりあえず締切だけ追って、面談で聞くわ。	情報多すぎ。結局、要点1枚と締切が一番助かる。	SNSで不安が続き、採用や現場再編の話題が増えていると感じた。	実家で生活は安定だが進路が近く、SNS不安は距離を置き要点だけ拾う。	重要通知＋要点1枚に絞ると、焦りが増えにくいと再確認した。	採用の空気が急に冷えた時、志望変更が遅れて動けなくなる不安。	政策疲労	なし	57.0	50.0
48	A03	高橋湊	若者	17	21	中立	平静	54.0	57.0	52.0	学内設備と求人動向を確認	情報収集	研究室の計算資源予約状況と求人票の評価軸変更を見てメモした。	SNSは騒いでるけど、結局は設備と採用がどうなるか。財源が薄いのが怖い。	ロボ普及で現場も再編らしい。俺ら技術側も予算削られたら詰むよな。	不安煽りより、採用要件と支援条件を1枚で固定してくれる方が助かる。	介護負担増とロボ普及の話題が多く、採用は説明力重視が目立つ。	実家で時間余力はあるが、計算資源不足と財政圧を現実に感じたため。	一本表と異議申立導線を基準に、学内設備と求人も月次で見る。	財政圧で学内設備更新や支援が遅れ、学習成果が落ちる不安。	財政不安	財源説明	64.0	49.0
48	A04	田中結菜	若者	15	19	注意	不安	38.0	40.0	72.0	相談の前に要点確認	情報収集	配布の1枚説明を読み直し、介護と就職支援の対象条件をメモした。	結局、家の都合で進路が決まる気がして怖い。私だけ置いてかれそう。	介護とか増えるってさ、進学とか言ってられんのかな…条件も難しい。	制度は分かりやすくしてほしい。現場の時間が一番足りない。	介護負担の話題が身近で増え、バイト先もロボ導入の噂が出た。	地方・家計制約で時間と収入が薄く、SNS不安と雇用再編が進路不安に直結。	非強制の1枚説明と異議申立の導線をスマホに保存した。	家族の介護が発生した時、学校と収入の両立が崩れる不安。	政策疲労	対象条件の説明	50.0	63.0
48	A05	伊藤蓮	若者	18	22	注意	不安	41.0	48.0	66.0	窓口に要点だけ相談予約	相談	学校の就職担当に、移動費と制度対象の確認だけ短時間で予約した。	ロボの話も介護も、結局地方の若いのが割食う気がする。外れたら詰む。	最近さ、就職の条件が急に変わりそうで怖い。対象外だったらどうすんだろ。	不安煽り多すぎ。条件と救済だけ先に見える形にしてほしい。	SNSで地政学や雇用不安が流れ、介護負担増の話も身近に出た。制度は1枚説明と異議申立があると再確認。	低所得で通学負担が重く、地元の受け皿薄さを懸念。前回の記憶で「相談と異議申立」を頼りに動いた。	短くても窓口で要点確認すれば、対象外でも次の手が見えると覚えた。	地元就職だと移動費は減るが賃金と育成経路が細い不安が残る。	手続き疲れ	対象条件の説明	54.0	63.0
48	A06	渡辺心愛	家族形成	19	23	注意	不安	34.0	44.0	76.0	窓口に要点だけ相談	相談	ケア都合で参加不能扱いにならないか、窓口に短く相談して要点をメモする。	また家のことで止まりそう。制度も仕事も、結局わたしは後回し？	今月きつい…。ケア増えたらバイトも無理かも。制度って間に合う？	参加できない人の代替があるなら助かる。条件は一枚で示してほしい。	家の介護の話が増え、SNSでは不安が続き、仕事も変わりそうに見えた。	軽いケアでも時間が削れ不安。一本表→電話の成功記憶で相談を選んだ。	参加不能の代替や異議申立があるか、最初に確認すると落ち着く。	家族の体調が悪化すると、進路も手続きも中断しそう。	手続き疲れ	手続き簡素化	46.0	66.0
48	A07	山本陸	家族形成	19	23	注意	不安	38.0	54.0	62.0	1枚説明を見て相談先を決める	相談	休憩中に非強制の1枚説明を読み、窓口と異議申立の連絡先をメモして同僚に聞いた。	制度の形は分かったけど、会社の再編が先に来たら結局間に合わない気がする。	これ、使えるのは分かったけどさ…会社の配置換えって止められる？	不安な人ほど「異議申立の道」が先に分かるのは助かる。運用頼む。	現場でロボ導入の話が増え、介護の人手不足も周りで聞く。制度は1枚説明で少し見えた。	高卒就業初期で再編不安が強い一方、1枚説明で手順が見え支援感が少し上がった。	まず異議申立と相談窓口の動線は確保、会社の動きが出たら早めに使う。	再編が急だと申請や学び直しが間に合わず、実家でも先が細る不安。	実装不信	手続き簡素化	53.0	59.0
48	A08	中村美咲	家族形成	20	24	中立	平静	52.0	58.0	46.0	窓口メモ更新	情報収集	就活不安と生活費のつなぎを前提に、相談窓口と必要書類を更新した	就活も物価も読めない。制度は助かりそうだけど、結局遅れたり面倒だと詰む。	バイト減ったら家賃きついよね。あの制度、私でも使える？窓口だけでも行こ	不安期こそ条件と異議申立てが見える制度設計、助かる。説明が増えるだけは勘弁。	SNSで不安が続き、採用が読みづらい空気。非強制の1枚説明が回ってきた	内定遅れと家賃が最優先。前回の条件表メモが効き、説明導線で少し落ち着いた	迷ったら1枚説明と窓口だけ確認して、やることを絞ると崩れにくい	支援が遅れると結局借金か親頼みになりそうで不安が残る	政策疲労	手続き簡素化	64.0	60.0
48	A09	小林颯太	家族形成	21	25	中立	平静	50.0	66.0	38.0	就活と制度の整理を進める	相談	大学の就活支援に面談予約を入れ、自治体の1枚説明で条件だけ再確認した。	情報は少し整理できた。でも採用が読めなくて、まだ地に足がつかない。	就活の軸が揺れるわ。制度は分かりやすくなったけど、結局運だよな。	制度の1枚説明は助かる。条件と異議申立が見えるだけでだいぶ違う。	SNSの不安は高止まり。採用や物価の先行き不安が強い一方、説明導線は改善した。	前回の異議申立の記憶が残り、今回は要点整理が届いて不安が少し下がった。	条件と異議申立の導線は押さえた。困ったら窓口と就活支援に聞く方針。	配属や景気次第で生活費が詰むかも、という不確実性が残る。	手続き疲れ	対象条件の説明	68.0	52.0
48	A10	加藤梨央	家族形成	22	26	注意	不安	46.0	58.0	56.0	通知の要点だけ拾う	情報収集	1枚説明をスクショして、対象条件と異議申立だけメモした。	道はあるっぽいけど、結局また書類で詰む予感がする。返済も怖い。	説明1枚あるの助かるけど、私対象かな…条件多すぎて疲れる。	異議申立の導線は大事。条件表を最初に出してほしい。	SNSは地政学不安が続き、採用は即戦力寄り。制度は非強制の説明と異議申立導線が見えた。	前回「条件→窓口→異議申立」を学習。単身賃貸と負債で手続き失敗が痛く、SNS不安で過敏。	まず1枚説明で要点確認し、ダメなら異議申立で押し返せると覚えた。	採用の厳しさと物価で返済が崩れる不安が残る。	手続き疲れ	手続き簡素化	60.0	64.0
48	A11	吉田蒼	家族形成	22	26	注意	不安	41.0	44.0	67.0	窓口と1枚説明で自分の手続き負担を減らす線を探す	相談	自治体の相談窓口に連絡し、異議申立と代替枠の要件を確認した。	また制度が増えても自分は境界で疲れるだけかも。返済だけは落とせない。	制度の説明1枚あるらしいけど、結局どこまでが対象なん？俺いける？	制度は増やすより、対象条件と異議申立を最初から分かりやすくしてほしい。	SNSで不安が回り続け、ロボ導入でバイトと就活の先行きが揺れて見える。	負債2.3百万円と雇用不安で先が怖く、前回覚えた異議申立導線を優先した。	「非強制の1枚説明と窓口確認が最短」と覚え、次は必要書類を揃える。	ロボ普及で賃金が下がると返済計画が崩れ、制度対応まで手が回らない不安。	手続き疲れ	手続き簡素化	49.0	66.0
48	A12	井上拓海	家族形成	23	27	中立	平静	54.0	58.0	52.0	生活費と制度の影響だけ確認	情報収集	物価と会社の人員方針を見て、制度の1枚説明と異議申立導線をブクマした	仕事は今すぐ危なくない。でも物価と将来の負担がじわっと効いてくるのが嫌だ。	最近ニュースしんどいな。制度は便利そうだけど、結局どこが払うの？ってなる。	制度は説明1枚＋異議申立が標準だと助かる。財源もセットで頼む。	SNSの不安が続き、物価と将来負担の話題が増えた。制度は説明が整理された	正規で当面は安定だが、財政制約と物価高の体感が強く、制度の持続性が気になる	非強制の説明と異議申立が固定導線で出ると、判断しやすいと覚えた	支援の遅れが続くと、同棲や貯蓄計画が先送りになる不安	財政不安	財源説明	57.0	55.0
48	A13	木村彩花	家族形成	24	28	注意	不安	52.0	61.0	57.0	通知と要点だけ見て備える	情報収集	会社の制度まとめと自治体の1枚説明を見て、家計影響だけ更新した。	支援は増えてるのに、結局あとで負担が来そうで落ち着かない。	制度の説明は分かりやすいけど、財源どうすんのって不安残るね。	説明が1枚でまとまるのは助かる。あとは財源と継続性を明確に。	SNSは不安話題が多いが、通知で非強制と異議申立の導線を知った。	単身賃貸で可処分所得に敏感、前回の財政不安記憶が残り慎重に確認した。	非強制と異議申立の道がある点は覚えたが、継続財源は未解消。	財政制約で支援が遅れ、将来の負担増が可処分所得を圧迫する懸念。	財政不安	財源説明	62.0	46.0
48	A14	長谷川杏奈	家族形成	22	26	注意	不安	30.0	52.0	68.0	シフトと家計を先に守る	生活防衛	店長に来月のシフト確認し、家賃と返済の支払い順を組み直した。	ロボの話、また私の番が削られるやつじゃん。制度も結局遅い気がする。	最近シフト減りそうでさ、家賃と返済が怖い。助けとか遅いよね。	支援は助かるけど、届くまでの時間が不安。現場の再編が早すぎる。	職場で省人化の話が増え、SNSは不安ニュースが多くて疲れる。	非正規でシフト影響が直撃。前回の1枚説明で動けるが、信頼は低い。	困ったら先に家計を守り、制度は条件表だけ見て最短で当たる。	シフト減が続くと、家賃と返済が詰むかもという恐怖が残る。	政策疲労	財源説明	50.0	71.0
48	A15	石川涼太	家族形成	24	28	注意	怒り	42.0	44.0	61.0	一枚説明だけ読む	情報収集	通知の1枚説明を読み、代替ルートと異議申立の入口をブクマした。	結局、月の収入で線引きされるのが怖い。説明は良いけど続くのか。	一枚で分かるのは助かる。でもさ、金ない月に切られたら詰むよな。	対象条件と異議申立が1枚で見えるのは前進。運用の安定も頼む。	SNSは地政学不安と雇用再編の話で重いが、制度の導線は少し整理された。	収入変動が大きく境界になりやすい記憶があり、説明整理は効くが不信が残る。	代替ルートと異議申立の入口は確保できた、まずは迷子にならない。	ロボ普及で単価が落ちた月に対象外判定だと家賃と返済が苦しい。	政策疲労	手続き簡素化	36.0	70.0
48	A17	西村菜摘	家族形成	24	28	注意	不安	24.0	46.0	74.0	代替扱いの確認と申請準備	制度利用	参加不能の代替扱いと必要書類を窓口に確認し、提出物を揃え始めた。	結局また条件で落ちそう。急変したら全部こっちが背負うんだよね。	窓口は丁寧だけどさ、書類多すぎ…私みたいなの置いてかないでほしい。	制度の説明は1枚で頼む。ケア中は手続きの余裕がない。	介護が重くなり時間が削られ、SNSでは不安な話が多い。制度は代替や異議申立の導線が見えるが、支援遅れの空気も強い。	重度ケアと実家同居で動けず、前回の条件確認で疲弊。代替＋異議申立の導線は安心材料だが、雇用不安と財政遅れで先が読めない。	代替扱いの要件と提出期限、相談窓口の担当名を控えた。	急変時の入院待ちと在宅限界で、家族負担が崩れる不安が残る。	手続き疲れ	手続き簡素化	33.0	86.0
48	A18	山崎直人	家族形成	25	29	注意	不安	43.0	57.0	64.0	介護と配置転換の両立条件を再確認	情報収集	会社の制度一覧と自治体窓口の1枚説明を見比べ、該当条件をメモした	ロボ化で現場が変わるのに、家のことも来たら詰む。逃げ道は欲しい。	親の通院増えたら俺の勤務どうなる？制度って結局使えるの？	制度は増えても、条件が一枚で分かると助かる。異議申立の道は必須。	介護の話題が身近で増え、職場でもロボ導入の噂が続く。説明資料は出たが先行きは霧	実家同居で介護が現実味。製造正規でも再編不安。前回の手続き疲れで簡素さ重視	不安時は『非強制の1枚説明』と異議申立の有無でまず判断する癖が強化	介護が始まるタイミングと配置転換が重なり、収入と時間が同時に削られる恐れ	手続き疲れ	手続き簡素化	54.0	66.0
48	A27	斎藤紗季	家族形成	28	32	注意	不安	34.0	48.0	66.0	窓口と会社に連絡して条件を確認	相談	介護増で在宅日数と保育手続き条件を窓口に確認した。	また手続き増えるのが怖い。働き方変えたら支援から落ちそう。	今月きつい…介護も増えて、制度の条件外れたら詰むよね。	支援は増やすより、条件と手続きの分かりやすさを先にしてほしい。	介護の呼び出しが増え、SNSでは不安なニュースが流れ続ける。	重いケアと共働きで余力が薄い。前回の通知整理後も根本負荷は残る。	困った時は先に条件確認すると少し落ち着く、と覚えた。	勤務変更で支援対象外になり家計とケアが同時に崩れる不安。	手続き疲れ	手続き簡素化	47.0	76.0
48	W02	中島美優	家族形成	36	40	注意	不安	58.0	72.0	49.0	ケア増の手当て確認	相談	自治体窓口と会社の両方に介護負担増時の支援と休暇制度を問い合わせた	制度の説明は少し良くなったけど、介護が増えたら結局回らない気がする。	説明は分かりやすいけど、親の件が急に来たら仕事どうする？怖い	制度の1枚説明は助かる。けど介護の現場負担、時間の支援が要る。	SNSは地政学不安が続き、介護需要増の話が身近に増えた	軽度介護あり・IT正規で余力はあるが時間制約が刺さり、不安が残った	まず1枚説明と異議申立導線、会社制度と自治体窓口を並行で押さえる	介護急増で評価と家計が崩れ、手続きで消耗する懸念	手続き疲れ	手続き簡素化	66.0	57.0
48	W22	野口彩乃	家族形成	35	39	注意	不安	46.0	51.0	63.0	窓口確認	相談	介護で参加困難でも不利にならないか、自治体窓口に要点だけ確認した。	結局、制度は増えるほど私みたいな人が取りこぼされる気がして怖い。	また新しい制度？介護と保育で手一杯なのに、損しないかだけ知りたい。	支援は助かるけど、手続きが増えると使えない人が出る。簡素化して。	介護需要が増え、職場も不安定さが増す。SNSは不安煽りが多い。	重度ケアで時間がなく、以前から通知整理をしても疲労が残っているため。	非強制と異議申立の導線があると、少しだけ心が落ち着くと知った。	欠勤が続く時の評価低下と、支援が遅れる不信は消えない。	手続き疲れ	手続き簡素化	53.0	60.0
48	YG_CH06	今の10-11歳世代が若者になった姿	若者	15	15	注意	不安	46.0	44.0	62.0	進路見直し	情報収集	学校で進路相談の予約を取り、バイト先の動きも聞く	やりたいことはあるけど、景気とロボで仕事が読めない。焦る。	親も疲れてるしさ、進路決めるの怖い。外れ引きたくない。	進路って運ゲー感ある。説明ちゃんとしてほしいし、道を増やして。	SNSで不安な話題が多く、バイトや将来の仕事が揺れて見える	15歳で進路選択期。家庭同居で直撃は弱いが、SNS不安と雇用不確実が刺さる	制度は一応説明が出たが、実際に届くかは様子見だと感じた	支援が遅れるままなら、学び直しや挑戦を諦める空気が強まる	政策疲労	手続き簡素化	45.0	57.0
48	YG_CH07	今の12-13歳世代が若者になった姿	若者	15	17	中立	平静	52.0	56.0	61.0	1枚説明を保存して進路相談予約	相談	学校の進路室で相談予約し、制度の1枚説明と異議申立導線をスマホに保存した	不安は消えないけど、反論できる道が見えたのはでかい。仕事は結局どうなるんだろ	ねえ、ロボでバイト減るってマジ？制度の1枚説明は分かりやすかったけどさ	制度は複雑すぎ。1枚で要点と異議申立が見えるのは助かる	SNSは地政学と景気の不安が多い一方、非強制の制度説明と異議申立の導線を知った	前回の通知停止で情報負荷↓。今回は1枚説明が届き、制度不信は残るが動ける感覚が少し戻った	困ったら異議申立と相談窓口、という導線だけは覚えた	ロボ普及で地域のバイトや進路が急に変わる不安が残る	政策疲労	財源説明	58.0	59.0
48	YG_CH08	今の14歳世代が若者になった姿	若者	15	18	注意	不安	44.0	56.0	68.0	一本説明を見て自分の進路条件を再整理する	情報収集	学校の1枚説明で参加不能代替と異議申立を確認し、親にも共有した	制度は前より分かりやすいけど、結局お金が尽きて縮むんじゃって疑う。	1枚で分かるのは助かる。でもさ、財政ヤバいなら結局切るよね？	説明1枚は良い。条件と異議申立が固定なら、迷いは少し減る。	SNSは不安ネタが多く、ロボ普及で仕事が揺れる話が身近に増えた	前回の一本表記憶で導線は押さえたが、財政圧と雇用不安が強く残る	迷ったら1枚説明と異議申立ルートを先に確認して動く	支援の遅れが続くと進学費用と地元就職の前提が崩れそう	財政不安	財源説明	57.0	54.0
49	A01	佐藤陽菜	若者	15	19	中立	平静	56.0	63.0	50.0	要点を再確認して相談枠を確保	相談	進路室で相談予約を入れ、必要書類と締切をメモに整理した	不安は残るけど、やることが見えた。SNSは見すぎると削られる。	一枚の説明あるの助かる…でも結局、書類とかで詰まりそうで怖い	制度は要点と相談先セットで出してほしい。SNSだけで判断は危ない。	学校で1枚説明と異議申立の導線が更新され、SNSは不安煽り多め	実家で当面は安定だが、入学後の家計変動が怖く締切負担を想像する	相談予約まで取ると、制度は使えるかもと思えた。	入学後に家計が揺れた時、手続きと締切で詰まる不安が残る	政策疲労	手続き簡素化	62.0	60.0
49	A02	鈴木大翔	若者	16	20	中立	平静	57.0	58.0	38.0	面談用に要点整理	情報収集	学校の要点1枚と説明会案内を読み、面談で聞く順番をメモした。	不安な話は多いけど、まず自分の進路だけは遅れずに詰めたい。	最近こわいニュース多いな。とりあえず面談で聞くわ、付き合って	不安煽り多すぎ。要点1枚で確認できる導線は助かる。	SNSで不安話が増え、学校から制度の要点1枚と相談導線が来た。	実家で生活は安定だが進路不安は残る。要点1枚が前回有効だった記憶。	不安が強い時ほど、要点1枚＋相談先で落ち着けると再確認。	採用や配属の空気が急変した時に、選択肢が狭まる怖さ。	政策疲労	対象条件の説明	58.0	52.0
49	A03	高橋湊	若者	17	21	中立	平静	56.0	60.0	48.0	制度の1枚説明と異議申立を読み直す	情報収集	学内掲示の1枚説明を読み、異議申立と相談窓口をブクマして要点をメモした。	不安は消えないけど、最低限どこ見ればいいかは戻ってきた。設備と採用は別問題だな。	例の1枚説明、前よりマシ。異議申立あるの助かるけど、結局予算どうなるん？	制度の要点1枚＋異議申立導線あるのは良い。財源と実装の見通しもセットで欲しい。	SNSは不安煽り多め。制度は1枚説明で導線が見え、窓口も案内されていた。	高専在学で進路情報に敏感。前ステップの基準(1枚表/異議申立)が今回も確認できたため落ち着いた。	制度は1枚説明と異議申立を起点に確認し、SNSは一次情報照合してから判断する。	財政圧で計算資源や学内設備更新が遅れ、就活の競争力が落ちる不安。	財政不安	財源説明	66.0	45.0
49	A04	田中結菜	若者	15	19	注意	不安	37.0	41.0	74.0	進路と家計の影響確認	情報収集	学校の進路資料と自治体の1枚説明を見比べ、条件と窓口をメモした。	ロボで仕事変わるって聞くほど、地元で詰む気がする。介護も怖い。	最近さ、将来の仕事も介護も不安でさ…条件だけでも一緒に見てくれる？	制度の1枚説明は助かるけど、結局うちみたいな層が使えるのか不安。	SNSで介護と雇用の不安が増え、地元の仕事が変わりそうに見えた。	家計制約と地元就職志向で影響が直撃。前回の1枚説明保存が手がかり。	窓口番号と異議申立の導線、相談の持ち物メモを作った。	介護発生で通学・バイトが崩れ、卒業後の選択肢が狭まる不安。	政策疲労	対象条件の説明	46.0	66.0
49	A05	伊藤蓮	若者	18	22	中立	平静	48.0	55.0	52.0	要点メモで説明会だけ出る	情報収集	自治体の1枚説明を読み、学校経由の説明会にだけ参加予約した。	不安は消えないけど、今月やることが見えた。対象外でも次の手は探せるはず。	ロボ導入で現場どうなるん？でも説明1枚は助かった、迷子減るわ。	制度の要点1枚、こういうの増やして。対象条件も一緒に書いてほしい。	介護負担増や雇用再編の話がSNSで増え、自治体の要点説明が届いた。	通学負担と低所得で余力が薄いが、前回の相談経験で行動が絞れた。	不安材料が多い時ほど、1枚要点と窓口で十分前に進めると覚えた。	地元就職の賃金と育成経路が細い不安は残る。	手続き疲れ	対象条件の説明	58.0	56.0
49	A06	渡辺心愛	家族形成	19	23	注意	不安	32.0	47.0	79.0	説明会の要点だけ拾う	情報収集	自治体の短い説明資料を見て、必要書類と締切だけ手帳に書く。	また制度が増えてて、私が動ける前提で進むのがしんどい。置いてかれそう。	介護の手伝い増えた…説明会とか行けないし、結局ムリってなるの怖い。	制度の「1枚説明」助かる。けど現場の時間が増える話もちゃんと出してほしい。	家のケアが増え、地元の仕事もロボ化で先が読めない空気。通知は要点だけ届いた。	軽いケア責任で可処分時間が少なく、制度不信もあり深掘りできないが要点は確認する。	最初に『対象・締切・代替手段』だけ押さえると少し落ち着く。	家族の体調次第で手続きも進路も止まり、対象外扱いになる不安。	手続き疲れ	手続き簡素化	44.0	71.0
49	A07	山本陸	家族形成	19	23	注意	不安	41.0	50.0	60.0	説明会の予約と条件確認	情報収集	自治体の説明会を予約し、会社の配置転換の噂と支援条件を確認した。	ロボ導入で現場が減るなら俺の居場所どこ。今のうちに動かないと詰む。	会社さ、配属減るってマジ？説明会行くけど申請とか面倒そうだわ。	再編の噂ばかりで胃が痛い。条件と窓口だけは先に押さえる。	SNSは不安煽り多め。職場で再編の話が増え、自治体の案内が来た。	地方の現場職で再編直撃が怖い。前回メモした窓口導線が役立つ。	説明会と窓口の動線は確保。会社の正式発表待ちで備える。	再編が急だと訓練や手続きが間に合わず、実家でも不安が残る。	実装不信	手続き簡素化	55.0	61.0
49	A08	中村美咲	家族形成	20	24	注意	不安	48.0	60.0	55.0	要点だけ確認	情報収集	非強制の1枚説明を読み、対象条件と窓口だけメモして行動を絞った	不安は消えないけど、今月やることだけは見えた。外れると詰むのが怖い	SNS見て焦るけど、結局どれが自分に関係あるの？1枚で足りる？	条件と窓口が1枚で分かるのは助かる。申請はもっと軽くしてほしい	介護負担の話題と雇用再編の不安が増え、SNSで煽り投稿も多い。自治体の1枚説明が回ってきた	在学中で就活前、不確実性に弱い。前回の『絞る』記憶と1枚説明で支援は感じるがSNS不安が残る	不安が強い時ほど、1枚説明→窓口→必要書類の順にだけ確認する	支援が遅い/対象外だと、生活費が借入か親頼みになりそうで怖い	政策疲労	手続き簡素化	63.0	58.0
49	A09	小林颯太	家族形成	21	25	注意	不安	46.0	60.0	55.0	就活と生活費の再計算をする	生活防衛	内定後の家賃・返済・生活費を試算し、説明会と窓口の情報を見直した。	結局、景気と配属で一気に詰む気がする。制度も使えるか怖い。	ロボ導入とか介護とか、しわ寄せ全部こっち来ない？普通に不安。	不安煽り多すぎ。条件と窓口だけは固定で見える化してほしい。	SNSで雇用不安と生活コスト話が増え、制度は1枚説明が回ってきた。	理系在学で就活期、賃貸シェアと返済があり、SNS不安増幅が刺さった。前回整理した導線で最低限は確認できた。	1枚説明と異議申立の導線は保存。条件確認は窓口に寄せる。	配属・景気悪化で収入が読めず、生活費と返済が不安。	手続き疲れ	手続き簡素化	62.0	56.0
49	A10	加藤梨央	家族形成	22	26	注意	不安	44.0	61.0	54.0	要点だけ確認して先生に聞く	相談	通知の1枚説明を見直し、対象条件と異議申立を先生に相談した。	雇用が揺れる話ばかりで、返済が詰む未来が頭から離れない。	また制度増えてるけど、結局わたし対象？外れたら時間ムダだよね。	不安煽りより、対象条件と手順を一枚で固定してほしい。	SNSでロボ化と物価の不安が増え、制度の1枚説明が通知で届いた。	負債と賃貸で余裕が薄く、採用不安をSNSで増幅。1枚説明で行動は作れた。	迷ったら1枚説明→対象確認→ダメなら異議申立、の順で動く。	再編で求人が減り、返済計画が崩れる不安が残る。	手続き疲れ	手続き簡素化	62.0	59.0
49	A11	吉田蒼	家族形成	22	26	注意	不安	44.0	50.0	61.0	必要書類を最小化して異議申立の線を詰める	制度利用	窓口で聞いた要件に沿って、異議申立に必要な書類だけを揃え始めた。	制度の説明は少しマシ。でも景気と仕事が崩れたら返済が終わる。	窓口は良かったけどさ、結局働けなきゃ詰むよな…ってなる。	手続きの導線は改善してほしい。対象条件を一枚で統一して。	SNSは不安煽り多め。自治体窓口で非強制の1枚説明と異議申立導線を確認。	奨学金負債が大きく雇用不安に敏感。前回の窓口経験で行動は具体化。	「1枚説明→窓口→必要最小の書類」で進めれば削れると覚えた。	ロボ導入で賃金が落ち、返済と家賃の両立が崩れる不安。	手続き疲れ	手続き簡素化	52.0	60.0
49	A12	井上拓海	家族形成	23	27	注意	不安	49.0	56.0	58.0	制度の説明導線だけ追う	情報収集	会社の配置転換話と物価を確認し、1枚説明と異議申立の更新を見た	仕事は今すぐ崩れないけど、先のコストと制度の持続が読めなくて落ち着かない。	最近さ、物価もだけど会社の動き怖い。制度も続くの？ってなるわ。	不安を煽るだけじゃなく、要点1枚と異議申立が固定なのは助かる。	SNSで介護負担や再編不安が増え、会社も即戦力寄りの空気が強い	正規で当面は耐えるが、賃貸+借入と物価で将来計画が揺れるため	非強制の要点1枚と異議申立があると、判断が一段ラクになる	支援が遅れると同棲や貯蓄の開始時期がまたズレそう	財政不安	財源説明	55.0	57.0
49	A13	木村彩花	家族形成	24	28	注意	不安	50.0	64.0	55.0	要点カードを保存して必要時だけ見る	情報収集	非強制と異議申立の要点1枚を保存し、家計と将来設計の影響だけ更新した。	説明は前より分かるけど、結局お金の裏付けが薄い気がして落ち着かない。	一枚で分かるのは助かる。でも財源が曖昧だと将来怖いよね。	制度の要点がまとまったのは良い。次は財源と持続性を透明にしてほしい。	SNSで不安が増える中、制度の非強制と異議申立が1枚で周知された。	前回の記憶で導線は評価しつつ、財政圧力の強さが不安を残した。	困ったら窓口と異議申立がある点は定着。財源説明の不足も記憶。	支援が先細りして負担増になり、可処分所得が削られる懸念。	財政不安	財源説明	63.0	44.0
