step	agent_id	name	layer	base_age	current_age	evaluation	emotion	pathway	support	intensity	action	action_category	action_detail	thought	private_talk	social_post	perceived_situation	reasoning_basis	memory_update	carryover_concern	side_effect	adjustment_request	fairness_perception	policy_fatigue
29	A08	中村美咲	若者	20	22	注意	不安	26.0	46.0	68.0	週1通知の要点だけ押さえてバイトと就活の比重を組み直す	生活防衛	週1要約通知と学内掲示を見て、給付の異議申立て窓口とバイトシフトを調整した。	物価も求人も悪いのに、制度の“自動”が外れたら一気に崩れそうで怖い。	週1通知は助かるけど、結局自分が対象か即わからんのがしんどい。	情報整理は良い。対象条件と異議申立てはもっと一発で分かる形にしてほしい。	家賃と食費が上がり、求人の手応えも弱い。通知は週1に整理された印象。	賃貸シェアで固定費に敏感。前回の曖昧さ記憶が残り、誤適用不安が再燃。	週1要約は追いやすいが、対象判定の即時性がないと安心しきれない。	就活が停滞するとバイト固定になり、卒業後の選択肢が狭まる不安。	手続き疲れ	対象条件の説明	38.0	74.0
29	A09	小林颯太	家族形成	21	23	注意	不安	16.0	40.0	74.0	家賃と内定時期の前提を更新する	生活防衛	家賃更新・光熱費・求人減の想定で生活費と応募計画を組み直した	結局いつ内定取れるか次第。物価も求人も同時に来ると逃げ道が細い。	マジで家賃きつい。就活長引いたら詰む気して、どこ削るか悩む。	物価と採用の両方が不安定。固定費見直しと早めの動きが大事かも。	食費と光熱費が上がり、求人が減りそうな空気。SNSは悲観多め。	賃貸シェアで固定費敏感、就活期で不確実性高い。前回の見える化が効いた記憶。	不安が強い時は「固定費・内定時期・最悪ケース」を先に置くと落ち着く。	採用縮小が続くと、借入返済と卒業後の生活設計が崩れる。	財政不安	財源説明	18.0	80.0
29	A10	加藤梨央	家族形成	22	24	危険	喪失感	24.0	30.0	78.0	支出を締めて延命	生活防衛	家賃・光熱費・食費を見直し、返済額の調整可否を確認した。	頑張っても物価と求人減で追い詰められる感じがする。	家賃も上がるし内定遅れたら詰む…何削ればいいんだろ。	物価と求人、両方キツい。制度も結局わかりにくいまま。	電気代と食費が上がり、求人が減った話が周りでも出ている。	賃貸単身で固定費が重く、負債もあり就職遅延が直撃と感じた。	景気が悪いときは節約が先で、制度は確信がないと動けない。	内定時期が読めず、家賃と返済の同時圧迫が続く不安。	政策疲労	対象条件の説明	30.0	82.0
29	A11	吉田蒼	家族形成	22	24	注意	不安	27.0	44.0	72.0	誤適用救済と通知整理を確認	情報収集	学内窓口と自治体サイトで誤適用救済の手順と通知上限の概要だけ確認した	物価も求人も悪い。制度が簡単になっても、結局漏れたら終わりじゃん…	最近どこ見ても不安煽りでさ。手続き短いって言われても信用が…	制度、週1更新とか通知上限は助かる。誤適用救済も早くしてほしい。	食費と光熱費が上がり、求人が減った話と制度変更の告知をSNSで見た	奨学金負債と就職不安で余力が薄く、SNS悲観と実装不信が不安を増幅した	週1一本化や救済短縮は筋が良いが、実際に使えるまで信じ切れない	返済開始までに内定が取れず、家計が耐えられない懸念	実装不信	手続き簡素化	29.0	78.0
29	A12	井上拓海	家族形成	23	25	注意	不安	41.0	53.0	58.0	家計の守りを固める	生活防衛	家賃更新と光熱費上振れを見て固定費の見直しと積立額を調整した。	正社員でも昇給止まったら一気に余裕なくなる。将来は考えたいのに金が先に減る。	最近マジで物価きつい。結婚とか以前に、貯金ペース落ちるのが怖いわ。	物価と不安煽りで判断が鈍る。生活の見通しを上げる情報が欲しい。	電気代や食費が上がり、景気後退の話も増えて身近に不安が寄った。	賃貸単身で固定費が効く。前回の一次情報で落ち着いたが、支出増が直撃。	固定費を先に抑えると不安が少し下がる、と実感した。	昇給が鈍いまま物価が続くと、交際や将来設計を先送りしそう。	財政不安	財源説明	49.0	57.0
29	A13	木村彩花	家族形成	24	26	注意	不安	47.0	58.0	63.0	固定費の見直しと転職市況の確認	生活防衛	家賃更新と光熱費を見直し、求人と社内評価軸をチェックした	大丈夫と言い聞かせたいけど、物価と景気の組み合わせが地味に効く。	最近さ、全部ちょい上がりで貯金減る。転職も今は怖いよね。	物価上がる一方で将来設計が難しい。制度も分かりやすくしてほしい。	生活費が上がり、SNSで景気後退や不安煽りが増えていると感じた	都市部賃貸でコスト直撃、前回の対象確認経験もあり慎重に情報を絞る	不安期は通知を減らし、一次情報と家計の数字を優先する	景気悪化で昇給停滞と採用縮小が続くのではと心配が残る	財政不安	財源説明	54.0	52.0
29	A14	長谷川杏奈	家族形成	22	24	注意	不安	14.0	28.0	83.0	家計とシフトの崩れを見て最優先支払いを固める	生活防衛	家賃・返済・光熱の順で支払いを固定し、求人アプリだけ更新した	また値上げ。シフト減ったら一気に詰む、って感覚が消えない。	今月も物価きつい。シフト減ったら家賃やばいんだけど…。	物価と雇用が同時に来ると、将来の話どころじゃない。	家賃や食費が上がり、店も人手調整っぽくてシフトが読めない	非正規で雇用不安が高く、賃貸と返済が固定費で効くため	『景気後退＝シフト減る』が結びついて、備える癖が強まった	シフト減と光熱高が重なる月に支払い遅れが出そう	政策疲労	手続き簡素化	14.0	94.0
29	A15	石川涼太	家族形成	24	26	注意	怒り	18.0	26.0	82.0	家計の当面防衛に切り替える	生活防衛	家賃と返済を優先し、サブスク解約と食費上限を決めた。	また物価と案件が同時に落ちたら終わる。制度は結局こっち待ちだろ。	今月マジで単価きつい。家賃と返済で詰みそう、制度も信用できん。	物価と不安だけ上がる。制度は分かりやすく、まず生活が守れる形にしてほしい。	食費と光熱が上がり、案件単価も伸びず、SNSは不安話ばかり。	ギグで収入不安定＋賃貸固定費＋返済があり、前回の自動適用不信が残る。	困ったらまず削る、制度は“自動で来た分だけ”使うが定着。	来月さらに単価が落ちると家賃と返済が同時に重なる。	政策疲労	手続き簡素化	14.0	94.0
29	A17	西村菜摘	家族形成	24	26	注意	不安	18.0	32.0	78.0	家計を守る	生活防衛	電気代と食費を見直し、介護用品は最安の購入先に切り替えた。	また値上げ。介護が増えるのに手続きも不安で、私だけ詰みそう。	もう無理かも。電気も食費も上がるし、病院も遠くなるって怖い。	物価と医療の不安、地方ほど直撃。手続きも分かりやすくしてほしい。	物価が上がり、介護の手間が増え、地域医療が縮む話が身近になった。	重度介護と実家同居で移動も時間も縛られ、短時間就労で増税・値上げに弱い。	節約だけでは限界で、支援は自分で確認しないと漏れると覚えた。	介護と医療が崩れた時の費用と借金増が消えない。	手続き疲れ	手続き簡素化	20.0	88.0
29	A18	山崎直人	家族形成	25	27	注意	不安	34.0	43.0	67.0	家計防衛と確認	生活防衛	電気・通信・保険を見直し、職場の再編話と賃上げ見込みを同僚に確認した。	物価も先も読めない。安定してるはずなのに、結婚とか言い出せる空気じゃない。	今月また上がるってさ。俺ら結局ずっと様子見じゃね？	物価と先行き不安で、長期の決断が全部先送りになる。	生活コストが上がり、景気後退と現場再編の話が増えた。SNSは不安寄り。	実家同居で即詰みはないが固定費が刺さる。前回の制度確認でも不安が残った。	固定費優先で守り、制度は週1のまとめだけ追う方針にした。	賃金が伸びず再編が進むと、結婚・住まいの目処が立たない。	政策疲労	財源説明	41.0	76.0
29	A27	斎藤紗季	家族形成	28	30	注意	不安	30.0	41.0	77.0	家計とケアの崩れを先に塞ぐ	生活防衛	電気・食費を見直し、介護の受診予定と仕事シフトを組み直した。	また物価か…削れる所がもう無い。介護も医療も詰まったら私が落ちる。	今月きつい。介護の呼び出し増えてさ、仕事も穴あけ怖い…	物価と介護で現役が削られる。制度は分かりやすくしてほしい。	物価上昇を体感し、介護・医療の待ちや逼迫の話が身近に増えた。	賃貸同居で余力が薄く重度介護もあり、欠勤リスクが直撃するため。	まず固定費と予定を守らないと、制度情報を追う余裕が消える。	介護の急な対応で欠勤が増え、家計と職場評価が崩れる不安。	財政不安	手続き簡素化	27.0	90.0
29	W02	中島美優	家族形成	36	38	注意	不安	45.0	50.0	55.0	固定費の追加削減と通知整理を進める	生活防衛	電気・サブスク・保険を再点検し、週1まとめ通知だけ残して他を切った。	結局また値上げか。制度も追い切れないし、急変が来たら詰みそうで怖い。	最近ほんと全部高い。親の通院も増えそうで、仕事回るか不安。	物価と不確実性がきつい。情報は週1で整理できる形にしてほしい。	電気代や食費が上がり、SNSは悲観寄り。制度変更は週1整理の話を見た。	持家で雇用は安定だが介護・医療ひっ迫の懸念が刺さり、負担感が増えた。	通知は週1に絞り、家計見直しは月1でやると決めた。	親の急変や受診難で、仕事とケアの両立が崩れる不安が残る。	政策疲労	財源説明	54.0	68.0
29	W22	野口彩乃	家族形成	35	37	注意	不安	28.0	33.0	76.0	家計の固定費見直し	生活防衛	電気・食費と保育/介護の出費を洗い出し、定額を削った。	また値上げ。介護が急に増えたら仕事も家計も一気に崩れる気がする。	最近ほんと無理。物価も介護も来て、どこ削ればいいの…	物価と介護の両方が来ると現役世代が詰む。支え方を急いで。	食費と光熱費が上がり、介護の手配も取りづらいと感じた。	重度ケアで時間が削られ、物価上昇が直撃。前回の手続き疲れで制度探索を避けた。	まず固定費と備えを固め、制度は『自動適用/救済が明確』なものだけ見る。	介護急変で欠勤が続くと、家計と職場評価が同時に悪化する恐れ。	政策疲労	手続き簡素化	24.0	91.0
29	YG_CH07	今の12-13歳世代が若者になった姿	若者	15	15	注意	不安	38.0	41.0	68.0	進路費用を現実に寄せる	生活防衛	家の支出増を聞き、進路費用とバイト見込みを家族と整理した	結局お金と景気次第で選択が狭まる気がする。追う情報も多すぎる	物価も求人もキツいってさ。進学したいけど、親に負担かけたくない	制度は分かりやすくしてほしい。将来の見通しが立たないと動けない	物価上昇と景気後退の話が増え、SNSは悲観が強く感じた	同居で家計の圧迫が見え、前回の相談予約は残るが先が読めず不安	決める前に家計と条件を一枚に整理すると落ち着けた	学びたい選択を守れず、安い・近いに寄せて後悔しそう	政策疲労	手続き簡素化	43.0	78.0
29	YG_CH08	今の14歳世代が若者になった姿	若者	15	16	注意	不安	34.0	38.0	77.0	進路費用の現実チェック	相談	進学費用と奨学金の条件を親と話し、担任に短く確認した。	頑張っても物価と求人で流れが変わる。制度も結局、私たちに届くの？	最近ほんと不安。進学したいけど、お金の話になると空気重いんだよね。	情報多すぎて追えない。条件と期限だけでも分かりやすくしてほしい。	物価上がって家の節約が増え、SNSは不景気と不安話が多い。	家計の余力が見えにくく、前回の対象条件の曖昧さが不安を残した。	結局は親の家計次第になりがちで、制度は条件が分からないと使えない。	景気後退で進路の選択肢が狭まり、学び直しも先送りになりそう。	政策疲労	対象条件の説明	28.0	82.0
30	A01	佐藤陽菜	若者	15	17	注意	不安	38.0	46.0	63.0	進路費用の再計算と奨学金条件の確認	情報収集	学校の進路室サイトと自治体ページで奨学金条件を確認し、家計メモを更新した	頑張れば行けるはずなのに、物価と景気で全部ズレそうで怖い。	出願って結局いくら要る？奨学金って急に変わったりしないよね…	情報多すぎて追えない。条件と期限だけは一枚で見せてほしい。	物価上昇の話題が増え、求人減や先行き不安の投稿がタイムラインに多い	進学志向だが家計の余力が揺れやすく、SNS不安増幅と景気後退で計画が不安定に感じた	結局は公式の条件と期限を先に押さえると落ち着く	奨学金枠や家計負担が直前で変わり、進学判断が遅れる不安	政策疲労	対象条件の説明	47.0	68.0
30	A02	鈴木大翔	若者	16	18	注意	不安	34.0	39.0	63.0	支出と進路の優先度を固める	生活防衛	家計を見てバイト日数と出願校を一旦絞り、先生に奨学金再確認した	頑張っても物価と景気で詰む感じ。後で後悔しない選び方が分からない。	正直、進学より今の金が怖い。志望下げたら負けかなって迷うわ。	物価も求人も不安定すぎる。進路決める前に支援条件わかりやすくしてほしい。	物価高と求人不安の話が増え、SNSも不安ネタが多くて疲れる	実家でも家計感覚が重く、前回の不安記憶とSNSで将来が縮んで見える	支援の条件が読めないと、進路は守りに寄せてしまうと感じた	志望を下げた後に戻せず、選択が固定される怖さが残る	財政不安	財源説明	32.0	68.0
30	A03	高橋湊	若者	17	19	注意	不安	41.0	44.0	61.0	学校経由で求人動向を更新	情報収集	学校のキャリア窓口で求人の減り方と必要スキルを確認し、応募先を絞った。	景気とSNSの空気が重い。入口が細ると、実力以前に席がない感じが怖い。	最近、求人減ってる？実力上げても席なかったらキツいよな。	不安煽り多いけど、公式情報と実装スキルで淡々と備える。	物価高の話が家でも増え、SNSは悲観が常時流れて採用も渋い空気。	高専で動けるが、景気後退と採用不安を実感。通知を絞っても不安が残る。	公式/学校経由に寄せると情報過多は減るが、求人の薄さは実感した。	育成枠が戻らず、実務経験の入口がさらに狭まる不安が続く。	財政不安	財源説明	45.0	62.0
30	A04	田中結菜	若者	15	17	注意	不安	22.0	26.0	76.0	進路費用の現実チェック	相談	担任に奨学金と就職求人の見通しを聞き、対象外カードも確認した	頑張っても景気で詰むのが一番こわい。家計の余裕がもうない。	物価も上がるし、進学って言える空気じゃなくなってきた…	支援の条件、もっと一発で分かる形にしてほしい。	食費と光熱費が上がり、バイトもシフト減りそうな空気がある	家計制約と求人不安にSNS悲観が重なり、将来計画が立てにくい	対象外の理由カードは助かったが、結局お金の見通しが弱いまま	進学費用不足と求人減で、選べる進路が狭まる不安	政策疲労	手続き簡素化	24.0	92.0
30	A05	伊藤蓮	若者	18	20	注意	不安	22.0	44.0	86.0	就活条件を現実線に寄せる	生活防衛	求人減の噂を見て、応募先を近県中心に絞り直し交通費と面接回数を再計算した	結局また物価と景気で詰む気がする。近場に寄せるほど将来が細くなるのが怖い。	求人きついって流れてきてさ…遠出就活、交通費だけで死にそう。どうした？	生活コストも就活コストも同時に上がるの、若いほど効くのきつい。	食費と光熱が上がり、SNSで景気悪化と求人減の話が増えていると感じた	低所得で通学と就活移動コストが重く、SNS悲観が続き不安が増幅した	支援の可否理由カードは分かりやすいが、家計の穴は埋まらないと残った	近場に絞った結果、希望職種や学びが活きる道が消える不安が続く	財政不安	補完支援	36.0	79.0
30	A06	渡辺心愛	若者	19	21	注意	不安	24.0	31.0	86.0	対象条件の根拠を確認する	相談	窓口と学校で「対象外根拠カード」と再判定条件を確認し、必要書類をメモした。	結局、私みたいな境界は毎回説明待ち。家のこともあって動ける時間が足りない。	ねえ、また物価上がってるしさ…支援って結局どこまで来るの？	対象外の理由が見えるだけでも違う。手続き簡単にしてほしい。	物価と医療の不安が続き、求人も減る話が増えた。支援の根拠説明が回ってきた。	家計余力が薄くケアもあり、進路の先送りが痛い。説明カードで確認行動は増えた。	対象外でも再判定条件と異議申立ての入口は先に確保しておく。	家族の体調が崩れると通学・面談・書類準備が一気に止まる不安。	手続き疲れ	手続き簡素化	28.0	87.0
30	A07	山本陸	若者	19	21	注意	不安	22.0	30.0	78.0	残業と家計を再点検	生活防衛	残業シフトの見込みを先輩に聞き、家の固定費を親と見直した。	また物価上がるのに、仕事まで減ったら詰む。説明も遅い。	マジで残業減る？家計きついし、何か使える支援あるん？	物価と雇用の不安が同時に来るのきつい。条件と財源は見える化してほしい。	食費と光熱費が上がり、職場で残業減の噂が広がっている。	地方で実家同居でも可処分が削られ、前回の政策疲労と不公平感が残っている。	口頭より紙や短い要点通知がないと情報を追えないと再認識。	収入減の局面で支援が遅れて貯金が尽きる不安が残る。	財政不安	財源説明	20.0	92.0
30	A08	中村美咲	若者	20	22	注意	不安	30.0	44.0	62.0	根拠カード確認で動き方を決める	情報収集	届いた対象外・再判定の根拠カードを読み、窓口予約と家計メモを作った。	結局はお金と求人が怖い。説明されても遅いと意味ないじゃん。	カード来たけど、物価も就活もキツい。私いま何から手付ければいい？	支援の対象条件、同じ文面で固定して出すのは助かる。次は速度も。	物価高と就活の空気の悪さが続き、SNSでも不安が常に流れている。根拠カードが届いた。	家賃と食費が増え、就活の不確実性が高い。前回の手続き疲れが残るが、根拠カードで判断材料は増えた。	根拠カードは便利。ただし支援が遅いと生活の組み直しに間に合わない。	卒業後にバイト中心へ固定されてキャリアが閉じる不安が消えない。	財政不安	手続き簡素化	45.0	69.0
30	A09	小林颯太	家族形成	21	23	注意	不安	12.0	32.0	78.0	支援の可否と条件を確認する	情報収集	大学の窓口と自治体サイトで家賃・奨学金・給付の条件を照合した	結局、景気も物価も悪いのに自分の打てる手が薄い。詰むの怖い。	最近ほんと求人減ってない？家賃も上がるし、正直焦るわ…	条件が見えない支援は不信が溜まる。可否の根拠を公開してほしい。	物価と家賃の上昇、採用縮小の話題がSNSと周囲で増えた	賃貸固定費と就活不安が直撃、前回の最悪ケース思考が再燃した	申請前に可否の根拠を確認しないと時間も心も削られる。	内定遅延が続くと返済と卒業後の生活が同時に崩れる。	政策疲労	対象条件の説明	14.0	86.0
30	A10	加藤梨央	家族形成	22	24	危険	喪失感	20.0	28.0	80.0	支出をさらに切って延命	生活防衛	サブスク解約と食費の固定化、返済の猶予条件を再確認した。	頑張っても物価と求人減で詰む感じ。制度も結局遅いんでしょ。	もうさ、家賃と返済が同時に来るの無理。何から削ればいいの。	生活コスト上がりすぎ。学び直しても入口が狭いのきつい。	物価と光熱費が上がり、求人も減った感じがして焦る。SNSは不安多め。	賃貸単身で余力が薄く、負債もあり、景気後退と不安拡散を強く受けた。	不況期は支援より先に支出を切らないと持たない、という感覚が強まった。	卒業後の就職時期が読めず、家賃と返済の同時圧迫が続く不安。	政策疲労	対象条件の説明	26.0	86.0
30	A11	吉田蒼	家族形成	22	24	注意	不安	22.0	34.0	78.0	支出見直しと就活情報の絞り込み	生活防衛	家賃と食費を再計算し、応募先を絞って学内求人と説明会だけ追った	物価も求人も悪い方に揃ってて、返済開始が現実になってきた。詰む前に削るしかない	バイト増やすか迷う。就活も厳しそうで、奨学金の返済が一気に怖くなった	物価上がるのに若手の入口は狭い。返済と生活、同時に来るのきつい	家賃・食費の上昇を体感し、SNSでも不安情報が多く求人の話題が暗い	負債2.3百万円と雇用不安で余裕が薄い。前回の実装不信が残り支援を当てにしにくい	支援の話より、まず家計と就活の手応えがないと気持ちが持たない	内定が遅れた場合の返済開始と生活費の同時負担	政策疲労	財源説明	24.0	84.0
30	A12	井上拓海	家族形成	23	25	注意	不安	38.0	45.0	60.0	転職市場と家計を点検	情報収集	光熱費と食費の上振れを家計簿で確認し、転職サイトで同職種の求人を眺めた。	正社員でも安心し切れない。値上げが続くと、恋愛も将来も守りに入るな…。	最近また上がってない？求人も渋そうでさ、今動くの怖いわ。	物価と先行き不安で、将来設計が立てづらい。説明と見通しがほしい。	生活コストが同時に上がり、SNSでは景気後退や不安情報が多いと感じた。	固定費を抑える経験はあるが、物価継続と景気後退で将来が読めず不安が残る。	不安な時は求人相場と支出を見て現実を掴むと落ち着く、と再確認した。	昇給が鈍いまま不況が長引くと、貯蓄も交際も縮む不安が消えない。	財政不安	財源説明	46.0	65.0
30	A13	木村彩花	家族形成	24	26	注意	不安	41.0	52.0	66.0	固定費の追加見直しと社内外の市況確認	生活防衛	家賃と保険を再点検し、転職市場と自社の予算感を確認した	結局また値上げ。仕事はあるけど、この先も給料追いつくのかな。	最近ほんと高いよね。転職も怖いし、動くなら今？って迷う。	生活コスト上がり続けると、将来の計画立てづらい。	物価と光熱費が上がり、SNSでも不安ニュースが多く流れている	単身賃貸で固定費が刺さり、景気後退の話で昇給停滞が現実味を増した	通知を絞り、家計と一次情報で判断する癖が強まった	採用縮小と支援遅れが続き、結婚や出産の判断がさらに先送りになりそう	財政不安	財源説明	50.0	60.0
30	A14	長谷川杏奈	家族形成	22	24	注意	不安	12.0	26.0	84.0	支払い優先と求人見直し	生活防衛	食費を削って返済と家賃を優先し、求人を条件で絞り直した	また物価も上がるし、シフト減ったら詰む。自分だけ置いてかれる感じがする	今月きつい…シフト減ったら家賃むり。転職って言われても時間ない	物価とシフト不安で生活防衛モード。支援の条件がもっと分かりやすいと助かる	食費と光熱が上がり、職場のシフトも薄い。SNSは不安話が多い	非正規で雇用が不安定、賃貸と返済が固定費。政策は届きにくく不信が残る	『物価↑とシフト↓は同時に来る』が確信になった	支払い遅れと、転職に動けないまま消耗する不安	政策疲労	手続き簡素化	12.0	96.0
30	A15	石川涼太	家族形成	24	26	危険	裏切られ感	12.0	20.0	86.0	支出をさらに絞って当面しのぐ	生活防衛	単価下落に備え、外食ゼロと返済前倒し停止を決めた。	頑張っても物価と単価で詰む。制度も遅いし自分は後回しだ。	もうさ、削る所も限界。支援って結局いつ来るの？ってなる。	生活コストだけ先に上がるのきつい。現場の実感と政策がズレてる。	家賃と食費が上がり、案件単価も不安定。SNSは不安話ばかり。	ギグで雇用不安が直撃、前回の削減経験が強化。通知も少なく不信が増幅。	制度は当てにせず先に削る、がさらに固定化。	来月の家賃と返済が重なり、急な出費で詰む不安。	政策疲労	手続き簡素化	10.0	97.0
30	A17	西村菜摘	家族形成	24	26	危険	喪失感	14.0	26.0	84.0	支援の線を探す	情報収集	自治体HPと窓口に電話し、介護と医療の支援条件を確認した。	また値上げで削る所がない。倒れたら全部終わる気がして怖い。	もう限界かも。手続き多すぎて、どれも自分は対象外な気がする。	介護と物価が同時に来ると詰む。支援の条件、もっと分かりやすくして。	食費と光熱が上がり、介護用品も高くなった。病院も混みがち。	重度ケアで時間がなく短時間就労も不安定。制度不信と手続き疲れが強い。	通知を待つと漏れる。まず窓口で条件を聞くしかないと覚えた。	家族の急変と医療費増で借金が増える恐れが消えない。	手続き疲れ	手続き簡素化	16.0	92.0
30	A18	山崎直人	家族形成	25	27	注意	不安	30.0	38.0	72.0	家計と雇用の再確認	生活防衛	食費とガソリン代を詰め、職場の配置転換や残業見込みを確認した。	守っても追いつかない気がする。結婚とか先の話、今じゃないよな…。	物価きついわ。会社もロボット入るって噂あるし、先が読めん。	物価も不安も高止まり。せめて支援の条件と理由は明確にしてほしい。	生活費が上がり、職場で再編や自動化の話題が増え、SNSも不安寄り。	実家でも可処分が削れ、製造の再編不安とSNS悲観が重なったため。	固定費と食費を優先し、雇用の変化サインを毎週確認する癖がついた。	賃上げが弱いまま再編が進むと、結婚・住まいの計画が止まる。	財政不安	財源説明	39.0	82.0
30	A27	斎藤紗季	家族形成	28	30	注意	不安	28.0	38.0	82.0	対象外カードを受け取り家計とケアの優先順位を組み直す	生活防衛	通知の対象外/再判定条件を確認し、今月の支出と介護予定を再調整した。	また値上げ。制度の説明は来たけど、結局うちが助かるのはいつなんだろ。	対象外カード来た…理由は分かったけど、今月の出費きつい。手続きも多いよ。	対象条件の説明があるだけ助かる。でも生活コストが先に来る。	食費や光熱が上がり、介護対応も増えて時間とお金が足りない。	重度ケア+共働きで余力が薄く、値上げと先行き不安が直撃。説明は届いた。	もらえる/もらえない理由は保存。手続きは最小限に絞る。	欠勤増で職場評価が下がり、家計がさらに崩れる不安。	手続き疲れ	手続き簡素化	32.0	93.0
30	W02	中島美優	家族形成	36	38	注意	不安	42.0	48.0	57.0	親の受診ルートと家計クッションを先に固める	生活防衛	親の通院先候補と代替手段を整理し、食費と固定費の上限を再設定した。	仕事は大丈夫でも、親の急変と受診難で一気に詰む気がする。	うち、親の通院が詰まったらマジで回らない…どうしてる？	支援って増えても分かりにくい。対象条件と根拠を先に見せてほしい。	物価高と景気不安のニュースが続き、親の受診も取りづらい話が増えた。	軽度ケアがあり医療逼迫が刺さる。制度は説明不足感が残り疲れている。	受診が詰まる前提で、代替先と連絡手順を家族と共有した。	医療・介護が詰まると仕事の継続と生活費が同時に崩れる。	政策疲労	財源説明	56.0	71.0
30	W22	野口彩乃	家族形成	35	37	注意	不安	25.0	32.0	78.0	欠勤と支出の再計画	相談	職場に介護都合の欠勤見込みを共有し、自治体窓口と支援条件を確認した。	また値上げ、介護も詰んでる。休むたびに評価落ちる気がして息が浅い。	今月も上がるってさ…介護の呼び出し来たら仕事どうすりゃいいの。	物価と介護で現役が詰む前に、支援の条件と手続きもっと見える化して。	食費と光熱が上がり、介護の急変リスクが高いまま。SNSは不安話が多い。	重度介護で時間が削れ、共働きでも欠勤リスク。前回の疲労で制度は要点だけ見る。	欠勤見込みは早めに共有。制度は『対象条件カード』で要否を先に判定する。	介護急変で欠勤が重なり、家計と職場の両方が崩れる不安。	政策疲労	手続き簡素化	28.0	93.0
30	YG_CH07	今の12-13歳世代が若者になった姿	若者	15	15	注意	不安	34.0	33.0	74.0	進路を安全側に寄せる	生活防衛	物価と求人減の話を見て、通学圏と費用優先で候補を絞った	頑張れば何とかなるって言われても、今は前提が崩れてる気がする	結局お金と場所で決まるなら、夢とか言うのしんどいよね…	物価も不安も上がるのに、進路だけ自己責任感あるのつらい	家計がきつい空気が続き、SNSは悲観多め。求人も減りそうに見える	前回の家計整理後もコスト上昇が直撃。SNS不安増幅と景気後退を知覚し、制度は遅い印象	条件を先に決めて絞ると、焦りが少し下がると分かった	安全側に寄せすぎて、後で取り返せない道になるのが怖い	政策疲労	財源説明	39.0	82.0
30	YG_CH08	今の14歳世代が若者になった姿	若者	15	16	注意	不安	33.0	41.0	74.0	支援の対象条件を確認	情報収集	通知と学校の掲示で、対象外理由カードと異議申立て条件を確認した。	結局お金と景気で進路が決まる感じ。説明されても、先の安心が薄い。	対象外の理由カード来たけど、結局うちが当てはまるか微妙でさ。	支援の対象外理由が見えるのは良い。けど生活費きつくて余裕ない。	物価と不安ニュースが続き、求人も絞られそうだと感じた。	前回の家計不安が強く、SNS悲観と物価上昇が重なり警戒が続く。	対象外の理由が見えると無駄な申請は減るが、余裕は増えない。	景気後退で進学も就職も入口が狭まり、選び直しが難しくなる。	政策疲労	手続き簡素化	34.0	79.0
31	A01	佐藤陽菜	若者	15	17	注意	不安	44.0	49.0	59.0	進路情報の絞り込み	情報収集	進路室と自治体の最新ページだけ見て、締切と対象条件をメモした	景気とかSNSの空気で一気に不安になる。結局、条件と期限が全てかも。	最近求人減るって見た…奨学金も枠変わる？私、間に合うかな。	不安煽り多いけど、公式の条件と締切だけは先に確認しよ。	ニュースとSNSで先行き不安が増え、進路情報が更新され続けている	前回の不安と政策疲労が残り、SNS悲観と景気後退を知覚。手続き条件に集中	情報は広げず、公式の条件・期限・処理目安を先に押さえると落ち着く	枠や基準が途中で変わり、進路の見通しがまた崩れる不安	政策疲労	対象条件の説明	46.0	72.0
31	A02	鈴木大翔	若者	16	18	注意	不安	31.0	38.0	62.0	進路情報を確かめて守りを続ける	相談	担任に奨学金と推薦条件を聞き、求人減の話が本当かだけ確認した	結局、景気が落ちたら俺らが一番先に切られる気がして怖い。	推薦って今からでも間に合う？バイト増やすと成績ヤバいんだよね。	不安煽り多いけど、条件が分かる情報だけ公式で出してほしい。	SNSで景気後退と採用絞りの話が増え、周りも進路を守りに寄せている	前回から支出と進路を絞っており、将来の見通し悪化情報に敏感になっている	まず条件が見える所に寄せないと、進路は守りで固まると学んだ	守りに寄せた選択が固定され、後で戻せない不安が残る	財政不安	財源説明	30.0	72.0
31	A03	高橋湊	若者	17	19	注意	不安	36.0	40.0	66.0	学校と公式だけに絞って確認	情報収集	キャリア窓口の更新と公的な対象範囲図解だけ見て、応募先条件を再整理した。	結局、求人の入口が細いまま。頑張っても運で落ちる感覚が残る。	SNS見たら終わるやつだと思って、学校の情報だけ見てる。きつい。	不安煽りより、求人と要件の一次情報を淡々とまとめてほしい。	景気後退で求人が減り、SNSは悲観が多い。財政や対象範囲の説明は短く出ている。	高専在学で学校経由が主動線。前回の情報過多疲れと求人減の記憶で、公式優先。	短文図解は助かるが、実務経験の入口が戻らない限り安心はしない。	採用絞りが続き、育成枠が戻らず初手で詰む不安が残る。	政策疲労	対象条件の説明	43.0	70.0
